BondCode,BondName,Issuer,Term,CreditRating
111015,01三峡10,中国长江电力股份有限公司,10,AAA
111016,01广核债,中国广核集团有限公司,7,AAA
111017,02电网3,国家电力公司,3,AAA
111018,02电网15,国家电力公司,15,AAA
111019,02广核债,中国广核集团有限公司,15,AAA
111020,03华能1,中国华能集团公司,10,AAA
111021,03华能2,中国华能集团公司,10,AAA
111022,04首旅债,北京首都旅游集团有限责任公司,10,AAA
111024,04华电1,中国华电集团公司,10,AAA
111025,04华电2,中国华电集团公司,10,AAA
111026,05粤交通,广东省交通集团有限公司,15,AAA
111027,03石油债,中国石油天然气股份有限公司,10,AAA
111028,05神华债,神华集团有限责任公司,7,AAA
111029,06豫投债,河南投资集团有限公司,10,AAA
111030,05泰达债,天津泰达投资控股有限公司,10,AAA
111031,06鄂能债,湖北省能源集团有限公司,10,AAA
111032,06鲁能债,鲁能集团有限公司,15,AAA
111035,06节能债,中国节能环保集团公司,10,AAA
111037,08昆建债,昆明市城建投资开发有限责任公司,5,AA
111038,08西基投,西安城市基础设施建设投资集团有限公司,5,AA
111039,ST奈伦债,内蒙古奈伦集团股份有限公司,7,AA
111040,08甬交投,宁波交通投资控股有限公司,5,AA
111041,08铁岭债,铁岭公共资产投资运营有限公司,7,AA
111042,08嘉城投,嘉兴城市建设投资有限公司,7,AA+
111043,08湘有色,湖南有色金属控股集团有限公司,10,AA+
111044,08吉高速,吉林省高速公路集团有限公司,5,AA
111045,08西城投,西宁城市投资管理有限公司,7,AA
111046,08东特债,东北特殊钢集团有限责任公司,7,AA
111047,08长兴债,长兴交通投资集团有限公司,7,AA
111048,09渝水投,重庆市水利投资(集团)有限公司,7,AA
111049,09绍水务,绍兴市水务集团有限公司,7,AA+
111050,09华菱债,湖南华菱钢铁集团有限责任公司,10,AA+
111051,09怀化债,怀化市城市建设投资有限公司,10,AA
111052,09哈城投,哈尔滨市城市建设投资集团有限公司,10,AA
111053,09许继债,许继集团有限公司,6,AA
111055,09华西债,江苏华西集团公司,7,AA
111056,09湖交投,湖州市交通投资集团有限公司,7,AA+
111057,09兖城投,济宁市兖州区惠民城建投资有限公司,7,AA
111058,09黄城投,黄石市城市建设投资开发有限责任公司,8,AA+
111059,09宿建投,宿州市城市建设投资集团(控股)有限公司,7,AA+
111060,10佳城投,佳木斯市新时代城市基础设施建设投资(集团)有限公司,7,AA+
111062,10并高铁,太原市高速铁路投资有限公司,10,AA+
111063,11富阳债,富阳市城市建设投资集团有限公司,7,AA
111064,ST长交债,长兴交通投资集团有限公司,7,AA
111068,16清新G1,北京清新环境技术股份有限公司,5,AA
111069,16格林G1,格林美股份有限公司,7,AA
111070,17恒逸01,浙江恒逸集团有限公司,7,AA
111071,18河钢G1,河钢股份有限公司,5,AAA
111072,18美尚01,美尚生态景观股份有限公司,7,AAA
111073,18投控01,深圳市投资控股有限公司,10,AAA
111074,18投控02,深圳市投资控股有限公司,5,AAA
111075,18亚迪G1,比亚迪股份有限公司,5,AAA
111076,19新兴G1,新兴铸管股份有限公司,5,AA+
111077,19深能G1,深圳能源集团股份有限公司,10,AAA
111078,19新兴G2,新兴铸管股份有限公司,5,AA+
111079,19恒逸债,浙江恒逸集团有限公司,7,AA+
111080,18恒逸债,浙江恒逸集团有限公司,7,AA+
111081,19兴蓉G1,成都市兴蓉环境股份有限公司,5,AAA
111082,19木森G1,木林森股份有限公司,5,AA
111083,19亚迪G1,比亚迪股份有限公司,5,AAA
111084,19深能G2,深圳能源集团股份有限公司,10,AAA
111085,19芜专01,芜湖市投资控股集团有限公司,7,AA+
111086,19华发债,珠海华发集团有限公司,10,AAA
111087,19兴蓉G2,成都市兴蓉环境股份有限公司,5,AAA
111088,20华发债,珠海华发集团有限公司,10,AAA
111089,20芜专01,芜湖市投资控股集团有限公司,7,AA+
111090,20SZMC01,深圳市地铁集团有限公司,7,AAA
111091,20SZMC02,深圳市地铁集团有限公司,3,AAA
111092,20SZMC03,深圳市地铁集团有限公司,3,AAA
111093,20珠华02,珠海华发集团有限公司,10,AAA
111094,20SZMC04,深圳市地铁集团有限公司,3,AAA
111095,20SZMC05,深圳市地铁集团有限公司,3,AAA
111096,20SZMC06,深圳市地铁集团有限公司,3,AAA
111097,20SZMC07,深圳市地铁集团有限公司,3,AAA
111098,20桂资01,广西投资集团有限公司,5,AAA
111099,20SZMC08,深圳市地铁集团有限公司,3,AAA
111100,20川交01,蜀道投资集团有限责任公司,5,AAA
111101,21SZMC01,深圳市地铁集团有限公司,3,AAA
111102,21SZMC02,深圳市地铁集团有限公司,5,AAA
111103,21粤能01,广东省能源集团有限公司,3,AAA
111104,21SZMC03,深圳市地铁集团有限公司,3,AAA
111105,21SZMC04,深圳市地铁集团有限公司,5,AAA
111106,21SZMC05,深圳市地铁集团有限公司,3,AAA
111107,21SZMC06,深圳市地铁集团有限公司,5,AAA
111108,22SZMC01,深圳市地铁集团有限公司,3,AAA
111109,22横琴01,珠海大横琴集团有限公司,5,AAA
111110,22横琴02,珠海大横琴集团有限公司,10,AAA
111111,22仲恺债,惠州仲恺城市发展集团有限公司,7,AA
111112,22珠华01,珠海华发集团有限公司,5,AAA
111113,23杭高01,杭州高新国有控股集团有限公司,7,AAA
111114,24穗铁01,广州地铁集团有限公司,15,AAA
111115,24杭高02,杭州高新国有控股集团有限公司,7,nan
111116,24穗铁02,广州地铁集团有限公司,15,AAA
112001,08粤电债,广东电力发展股份有限公司,7,AAA
112002,08中联债,中联重科股份有限公司,8,AA
112003,08泰达债,天津泰达股份有限公司,5,AA+
112004,08中粮债,中粮地产(集团)股份有限公司,10,AAA
112005,08万科G1,万科企业股份有限公司,5,AAA
112006,08万科G2,万科企业股份有限公司,5,AA+
112007,09金街01,金融街控股股份有限公司,3,AA+
112008,09金街02,金融街控股股份有限公司,5,AA+
112009,09粤高债,广东省高速公路发展股份有限公司,5,AAA
112010,09西煤债,山西西山煤电股份有限公司,5,AAA
112011,09东药债,东北制药集团股份有限公司,5,AA
112012,09美好债,美好置业集团股份有限公司,5,AA+
112013,09亿城债,亿城投资集团股份有限公司,5,AA-
112014,ST银基债,银基烯碳新材料股份有限公司,6,AA
112015,09泛海债,泛海控股股份有限公司,5,AA
112016,09宏润债,宏润建设集团股份有限公司,5,AA
112017,09希望债,新希望六和股份有限公司,5,AA+
112018,09津滨债,天津津滨发展股份有限公司,5,AA
112019,09宜化债,湖北宜化化工股份有限公司,10,AA
112020,10大亚债,大亚科技股份有限公司,5,AA
112021,10南玻01,中国南玻集团股份有限公司,5,AA+
112022,10南玻02,中国南玻集团股份有限公司,7,AA+
112023,10煤气01,太原煤气化股份有限公司,5,AA+
112024,10煤气02,太原煤气化股份有限公司,7,AA+
112025,11珠海债,珠海港股份有限公司,8,AA
112026,11新兴01,新兴铸管股份有限公司,5,AAA
112027,11新兴02,新兴铸管股份有限公司,10,AAA
112028,11冀能债,冀中能源股份有限公司,5,AAA
112029,11软控债,软控股份有限公司,5,AA
112030,11鲁西债,鲁西化工集团股份有限公司,7,AA
112031,11晨鸣债,山东晨鸣纸业集团股份有限公司,5,AA+
112032,11柳工01,广西柳工机械股份有限公司,5,AAA
112033,11柳工02,广西柳工机械股份有限公司,7,AAA
112034,11陕气债,陕西省天然气股份有限公司,8,AA+
112035,11国脉债,国脉科技股份有限公司,7,AA
112036,11三钢01,福建三钢闽光股份有限公司,7,AA
112037,11万方债,焦作万方铝业股份有限公司,5,AA
112038,11锡业债,云南锡业股份有限公司,7,AA+
112039,11黔轮债,贵州轮胎股份有限公司,6,AA
112040,11建能债,河北建投能源投资股份有限公司,6,AAA
112041,11冀东01,唐山冀东水泥股份有限公司,7,AA+
112042,11东控01,东莞发展控股股份有限公司,3,AA
112043,11东控02,东莞发展控股股份有限公司,5,AA+
112044,11中泰01,新疆中泰化学股份有限公司,7,AA+
112045,11宗申债,重庆宗申动力机械股份有限公司,6,AA
112046,11华孚01,华孚色纺股份有限公司,5,AA
112047,11海大债,广东海大集团股份有限公司,5,AA
112048,11凯迪债,凯迪生态环境科技股份有限公司,7,AA
112049,11安泰01,安泰科技股份有限公司,5,AA
112050,11报喜01,浙江报喜鸟服饰股份有限公司,5,AA
112051,11报喜02,浙江报喜鸟服饰股份有限公司,7,AA
112052,11许继债,许继电气股份有限公司,7,AA
112053,11新筑债,成都市新筑路桥机械股份有限公司,5,AA
112054,11鄂能债,湖北能源集团股份有限公司,3,AA+
112055,11徐工01,徐工集团工程机械股份有限公司,5,AAA
112056,11远兴债,内蒙古远兴能源股份有限公司,5,AA
112057,11东磁债,横店集团东磁股份有限公司,5,AA+
112058,11中粮01,中粮生物化学(安徽)股份有限公司,5,AA
112059,11联化债,联化科技股份有限公司,7,AA
112060,12金风01,新疆金风科技股份有限公司,3,AA+
112061,11超日债,协鑫集成科技股份有限公司,5,AA
112062,12新都债,成都云图控股股份有限公司,5,AA
112063,11常山债,石家庄常山纺织股份有限公司,3,AA
112064,12隆平债,袁隆平农业高科技股份有限公司,5,AA
112065,12柳工债,广西柳工机械股份有限公司,5,AAA
112066,11西建债,新疆西部建设股份有限公司,5,AA
112067,11冀东02,唐山冀东水泥股份有限公司,8,AA+
112068,11棕榈债,棕榈生态城镇发展股份有限公司,5,AA
112069,12明牌债,浙江明牌珠宝股份有限公司,5,AA
112070,12中泰债,新疆中泰化学股份有限公司,7,AA+
112071,11智光债,广州智光电气股份有限公司,5,AA
112072,ST湘鄂债,中科云网科技集团股份有限公司,5,AA
112073,ST三钢02,福建三钢闽光股份有限公司,7,AA
112074,12华茂债,安徽华茂纺织股份有限公司,5,AA
112075,12雅致01,深圳市新南山控股(集团)股份有限公司,5,AA+
112076,12雅致02,深圳市新南山控股(集团)股份有限公司,7,AA+
112077,12天沃债,苏州天沃科技股份有限公司,5,AA
112078,12太钢01,山西太钢不锈钢股份有限公司,5,AAA
112079,12长安债,重庆长安汽车股份有限公司,5,AAA
112080,12万向债,万向钱潮股份有限公司,5,AA+
112081,11新野01,河南新野纺织股份有限公司,5,AA
112082,11赤湾01,深圳赤湾港航股份有限公司,5,AA+
112083,11国星债,佛山市国星光电股份有限公司,5,AA
112084,ST万家债,广东万家乐股份有限公司,5,AA
112086,12圣农01,福建圣农发展股份有限公司,6,AA
112087,12中富01,珠海中富实业股份有限公司,3,AA
112088,12富春01,浙江富春江环保热电股份有限公司,5,AA
112089,12万丰01,浙江万丰奥威汽轮股份有限公司,5,AA
112090,12中兴01,中兴通讯股份有限公司,3,AAA
112092,12海药债,海南海药股份有限公司,5,AA
112093,11亚迪01,比亚迪股份有限公司,5,AA+
112094,11中利债,江苏中利集团股份有限公司,5,AA+
112095,12康盛债,浙江康盛股份有限公司,5,AA-
112096,12国创债,湖北国创高新材料股份有限公司,5,AA+
112097,12亚厦债,浙江亚厦装饰股份有限公司,5,AA
112098,11新野02,河南新野纺织股份有限公司,5,AA
112099,12乐视02,乐视网信息技术(北京)股份有限公司,3,AA-
112100,12盾安债,浙江盾安人工环境股份有限公司,5,AA
112101,12安泰债,安泰科技股份有限公司,5,AA
112102,12大康债,湖南大康国际农业食品股份有限公司,5,AA
112103,12海型债,芜湖海螺型材科技股份有限公司,5,AAA
112104,12太钢02,山西太钢不锈钢股份有限公司,3,AAA
112106,12太钢03,山西太钢不锈钢股份有限公司,5,AAA
112107,12云内债,昆明云内动力股份有限公司,6,AA+
112108,12舜天债,江苏舜天船舶股份有限公司,7,AAA
112109,ST南糖债,南宁糖业股份有限公司,7,AA
112110,ST东锆债,广东东方锆业科技股份有限公司,7,AA
112111,12深机01,深圳市机场股份有限公司,3,AAA
112112,12江泥01,江西万年青水泥股份有限公司,5,AA
112113,12冀东01,唐山冀东水泥股份有限公司,5,AA+
112114,12冀东02,唐山冀东水泥股份有限公司,7,AA+
112115,12冀东03,唐山冀东水泥股份有限公司,10,AA+
112116,12中桥债,江苏中泰桥梁钢构股份有限公司,5,AA
112117,12福发债,航天工业发展股份有限公司,6,AA
112118,12金螳01,苏州金螳螂建筑装饰股份有限公司,5,AA+
112119,12恒邦债,山东恒邦冶炼股份有限公司,5,AA
112120,12联发债,江苏联发纺织股份有限公司,5,AA
112121,12景兴债,浙江景兴纸业股份有限公司,7,AA
112122,12建峰债,重庆建峰化工股份有限公司,7,AA
112123,12中山01,中山公用事业集团股份有限公司,7,AA+
112124,11徐工02,徐工集团工程机械股份有限公司,5,AAA
112125,ST海翔债,浙江海翔药业股份有限公司,3,AA-
112126,12科伦01,四川科伦药业股份有限公司,5,AA+
112127,12华西债,华西能源工业股份有限公司,5,AA
112128,12湘金01,湖南辰州矿业股份有限公司,7,AA+
112129,ST华锦债,北方华锦化学工业股份有限公司,5,AA+
112130,12华包债,佛山华新包装股份有限公司,5,AA
112131,ST露笑债,露笑科技股份有限公司,3,AA
112133,12亚夏债,亚夏汽车股份有限公司,5,AA
112134,12合兴债,厦门合兴包装印刷股份有限公司,5,AA
112135,12蓝标01,北京蓝色光标品牌管理顾问股份有限公司,3,AA
112136,12勤上01,东莞勤上光电股份有限公司,7,AA
112137,12康得债,康得新复合材料集团股份有限公司,5,AA
112138,12苏宁01,苏宁云商集团股份有限公司,5,AAA
112139,12北新债,新疆北新路桥集团股份有限公司,6,AA
112140,12基地债,深圳赤湾石油基地股份有限公司,7,AA+
112141,12金王债,青岛金王应用化学股份有限公司,5,AA-
112142,12格林债,深圳市格林美高新技术股份有限公司,8,AA
112143,12粤电01,广东水电二局股份有限公司,6,AA
112144,12晨鸣债,山东晨鸣纸业集团股份有限公司,5,AA+
112145,13荣信01,梦网荣信科技集团股份有限公司,5,AA
112146,12希努01,希努尔男装股份有限公司,5,AA
112148,12光电债,中航光电科技股份有限公司,5,AA+
112149,12芭田债,深圳市芭田生态工程股份有限公司,5,AA
112150,12银轮债,浙江银轮机械股份有限公司,5,AA
112151,13秦川债,陕西秦川机械发展股份有限公司,5,AA
112152,12亚达债,飞亚达(集团)股份有限公司,5,AA+
112153,12科伦02,四川科伦药业股份有限公司,5,AA+
112154,12盐湖01,青海盐湖工业股份有限公司,7,AAA
112155,ST正邦债,江西正邦科技股份有限公司,5,AA
112156,12中顺债,中顺洁柔纸业股份有限公司,5,AA
112157,12科陆01,深圳市科陆电子科技股份有限公司,5,AA
112158,12民生债,西安民生集团股份有限公司,3,AA
112159,12金刚债,广东金刚玻璃科技股份有限公司,3,A+
112160,ST毅昌01,广州毅昌科技股份有限公司,5,AA
112161,13传化债,传化智联股份有限公司,5,AA
112162,12粤电债,广东电力发展股份有限公司,7,AAA
112163,ST黑牛债,黑牛食品股份有限公司,5,AA
112164,12河钢01,河北钢铁股份有限公司,3,AAA
112165,12德豪债,广东德豪润达电气股份有限公司,5,AA
112166,12河钢02,河钢股份有限公司,5,AAA
112167,12莱士债,上海莱士血液制品股份有限公司,5,AA
112168,ST三维债,三维通信股份有限公司,5,AA
112169,ST中财债,北京中科金财科技股份有限公司,5,AA
112170,12濮耐01,濮阳濮耐高温材料(集团)股份有限公司,5,AA
112171,12久联债,贵州久联民爆器材发展股份有限公司,7,AA
112172,13普邦债,广州普邦园林股份有限公司,5,AA
112173,ST南港债,南京港股份有限公司,5,AA
112174,13广田01,深圳广田集团股份有限公司,5,AA
112175,13三九01,华润三九医药股份有限公司,5,AA+
112176,ST大立债,浙江大立科技股份有限公司,3,AA+
112177,13围海债,浙江省围海建设集团股份有限公司,5,AA-
112178,ST墨龙01,山东墨龙石油机械股份有限公司,3,AA
112179,13南洋债,南洋天融信科技集团股份有限公司,7,AA
112180,12奥飞债,奥飞娱乐股份有限公司,5,AA
112188,13渤租债,渤海金控投资股份有限公司,5,AA+
112189,12瑞泽债,海南瑞泽新型建材股份有限公司,5,AA+
112190,11亚迪02,比亚迪股份有限公司,5,AA+
112192,13赤湾01,深圳赤湾港航股份有限公司,5,AA+
112193,13美邦01,上海美特斯邦威服饰股份有限公司,5,AA
112196,13苏宁债,苏宁易购集团股份有限公司,6,AAA
112198,14欧菲债,深圳欧菲光科技股份有限公司,3,AA
112199,14铁岭债,铁岭新城投资控股股份有限公司,5,AA
112201,14机电01,中航工业机电系统股份有限公司,5,AAA
112202,14嘉杰债,上海嘉麟杰纺织品股份有限公司,5,AAA
112203,14北农债,北京大北农科技集团股份有限公司,5,AA+
112204,14好想债,好想你健康食品股份有限公司,5,AA
112207,14锦龙债,广东锦龙发展股份有限公司,3,AA
112208,14华邦01,华邦生命健康股份有限公司,5,AA
112209,14雏鹰债,雏鹰农牧集团股份有限公司,5,AA-
112210,14金禾债,安徽金禾实业股份有限公司,3,AA
112211,14搜特01,搜于特集团股份有限公司,5,AA
112212,14中山债,中山公用事业集团股份有限公司,3,AA+
112213,14中超债,江苏中超控股股份有限公司,5,AA
112214,14杰赛债,广州杰赛科技股份有限公司,5,AA
112215,14万马01,浙江万马股份有限公司,5,AA
112216,14欣旺01,欣旺达电子股份有限公司,5,AA-
112217,14东江01,东江环保股份有限公司,5,AA
112219,14渝发债,重庆渝开发股份有限公司,5,AAA
112220,14福星01,湖北福星科技股份有限公司,5,AA
112221,14万里债,浙江万里扬股份有限公司,5,AA
112222,14荣盛债,荣盛石化股份有限公司,3,AA
112223,14江泥01,江西万年青水泥股份有限公司,5,AA
112224,14兴蓉01,成都市兴蓉环境股份有限公司,5,AA+
112225,14恒运01,广州恒运企业集团股份有限公司,5,AA
112226,14科陆01,深圳市科陆电子科技股份有限公司,5,AA
112227,14利源债,吉林利源精制股份有限公司,5,AA
112228,14怡亚债,深圳市怡亚通供应链股份有限公司,5,AA
112229,14白药01,云南白药集团股份有限公司,7,AAA
112230,14司尔01,安徽省司尔特肥业股份有限公司,5,AA
112231,14金贵债,郴州市金贵银业股份有限公司,5,AA
112233,14漳发债,福建漳州发展股份有限公司,5,AA
112234,14中弘债,中弘控股股份有限公司,3,AA-
112235,15福星01,湖北福星科技股份有限公司,5,AA
112236,15本钢01,本钢板材股份有限公司,3,AAA
112237,15辉煌01,河南辉煌科技股份有限公司,3,AA-
112238,15振业债,深圳市振业(集团)股份有限公司,3,AA
112239,15沃尔债,深圳市沃尔核材股份有限公司,3,AA+
112240,15华联债,新华联文化旅游发展股份有限公司,7,AA+
112241,15广田债,深圳广田集团股份有限公司,5,AA
112242,15岭南债,岭南园林股份有限公司,5,AA+
112243,15东旭债,东旭光电科技股份有限公司,5,AA
112245,15顺鑫01,北京顺鑫农业股份有限公司,5,AA
112246,15金一债,北京金一文化发展股份有限公司,3,AA
112247,15华东债,华东医药股份有限公司,5,AA+
112249,15博彦债,博彦科技股份有限公司,3,AA
112250,15云旅债,云南旅游股份有限公司,3,AA
112251,15恒运债,广州恒运企业集团股份有限公司,5,AA
112252,15鄂能01,湖北能源集团股份有限公司,5,AAA
112253,15荣盛01,荣盛房地产发展股份有限公司,5,AA+
112254,15湘金01,湖南黄金股份有限公司,3,AA+
112255,15濮耐01,濮阳濮耐高温材料(集团)股份有限公司,5,AA
112256,15天保01,天津天保基建股份有限公司,5,AA+
112257,15荣盛02,荣盛房地产发展股份有限公司,4,AA+
112258,15荣盛03,荣盛房地产发展股份有限公司,5,AA+
112259,15甘电债,甘肃电投能源发展股份有限公司,5,AAA
112260,15阳房01,阳光城集团股份有限公司,5,AA
112261,15星辉债,星辉互动娱乐股份有限公司,5,AA
112262,15荣安债,荣安地产股份有限公司,5,AA
112263,15中房债,中房地产股份有限公司,5,AAA
112264,15亚迪01,比亚迪股份有限公司,3,AA+
112265,15中环债,天津中环半导体股份有限公司,5,AA
112266,15利尔01,北京利尔高温材料股份有限公司,5,AA
112267,15阳房02,阳光城集团股份有限公司,5,AA
112268,15东华01,东华能源股份有限公司,5,AA
112269,15涪陵01,重庆市涪陵国有资产投资经营集团有限公司,5,AA+
112270,15华邦债,华邦生命健康股份有限公司,5,AA
112271,15中粮01,大悦城控股集团股份有限公司,5,AA+
112272,15金科01,金科地产集团股份有限公司,5,AA
112273,15金街01,金融街控股股份有限公司,6,AAA
112274,15金街02,金融街控股股份有限公司,10,AAA
112275,15搜特债,搜于特集团股份有限公司,5,AA
112276,15金鸿债,金鸿控股集团股份有限公司,5,AA
112277,15金街03,金融街控股股份有限公司,7,AAA
112279,15渤租01,渤海租赁股份有限公司,5,AA+
112280,15东华02,东华能源股份有限公司,5,AA
112281,15中洲债,深圳市中洲投资控股股份有限公司,3,AA
112284,15渤租02,渤海租赁股份有限公司,5,AA+
112285,15万科01,万科企业股份有限公司,5,AAA
112286,15海伟01,河北海伟交通设施集团有限公司,5,AA
112287,15海投债,海航投资集团股份有限公司,3,AA+
112288,15证通01,深圳市证通电子股份有限公司,5,AA+
112289,15顺鑫02,北京顺鑫农业股份有限公司,5,AA
112290,15证通02,深圳市证通电子股份有限公司,5,AA+
112291,15渝外贸,重庆对外经贸(集团)有限公司,5,AA
112292,16冀中01,冀中能源股份有限公司,5,AAA
112293,15深爱01,深圳市爱施德股份有限公司,3,AA
112294,15海伟02,河北海伟交通设施集团有限公司,5,AA
112295,15司尔债,安徽省司尔特肥业股份有限公司,5,AA
112297,15粤科债,广东省粤科金融集团有限公司,7,AA+
112299,15中利债,江苏中利集团股份有限公司,5,AA
112300,15立业债,深圳市立业集团有限公司,5,AA
112301,15中武债,中国武夷实业股份有限公司,7,AA
112302,15东网债,东方网力科技股份有限公司,3,AA+
112303,15京威债,北京威卡威汽车零部件股份有限公司,2,AA
112304,15长影01,长影集团有限责任公司,5,AA
112305,15长影02,长影集团有限责任公司,5,AA
112306,15泛控01,泛海控股股份有限公司,5,AA
112307,15投资01,信达投资有限公司,8,AA+
112308,15银亿01,银亿股份有限公司,5,AA
112309,15花样02,花样年集团(中国)有限公司,5,AA
112310,16美的债,美的置业集团有限公司,3,AA+
112311,16昆仑01,浙江昆仑控股集团有限公司,3,AA
112312,16徐工01,徐工集团工程机械股份有限公司,5,AAA
112313,16铁汉01,深圳市铁汉生态环境股份有限公司,5,AA
112314,16华南01,华南国际工业原料城深圳有限公司,3,AA+
112315,16宝龙债,上海宝龙实业发展(集团)有限公司,5,AA
112316,16航空债,海航航空集团有限公司,5,AA+
112317,16太安01,太安堂集团有限公司,5,AA
112318,16白药01,云南白药控股有限公司,5,AAA
112320,16蓝标债,北京蓝色光标数据科技股份有限公司,5,AA
112321,16龙基01,龙光交通集团有限公司,5,AA
112322,16涪陵01,重庆市涪陵国有资产投资经营集团有限公司,5,AA+
112323,16投资01,信达投资有限公司,8,AA+
112324,16高鸿债,大唐高鸿数据网络技术股份有限公司,5,AA
112325,16中南01,江苏中南建设集团股份有限公司,5,AA+
112326,16中弘01,中弘控股股份有限公司,5,AA
112327,央宝06A1,华宝证券股份有限公司,3.04,AAA
112328,16曲文01,西安曲江文化产业投资(集团)有限公司,3,AA
112329,16太安02,太安堂集团有限公司,5,AA
112330,16巨轮01,巨轮智能装备股份有限公司,5,AA
112331,16宝德01,深圳市宝德投资控股有限公司,5,AA
112332,16劲嘉01,深圳市劲嘉创业投资有限公司,5,AA
112333,16鲁焦01,中融新大集团有限公司,3,AA
112334,16国购01,国购投资有限公司,5,AA
112335,16海资01,海航资本集团有限公司,5,AA+
112336,16太安债,广东太安堂药业股份有限公司,5,AA
112337,16双星01,青岛双星股份有限公司,3,AA
112338,16迪科01,深圳天源迪科信息技术股份有限公司,3,AA+
112339,16积余债,招商局积余产业运营服务股份有限公司,5,AAA
112340,16泛控01,泛海控股股份有限公司,5,AA
112341,16宝龙02,上海宝龙实业发展(集团)有限公司,5,AA
112342,16厦贸01,厦门国贸控股集团有限公司,5,AAA
112343,16魏桥01,山东魏桥铝电有限公司,5,AA+
112344,16魏桥02,山东魏桥铝电有限公司,5,AA+
112345,16劲嘉02,深圳市劲嘉创业投资有限公司,5,AA
112346,16惠誉01,福星惠誉房地产有限公司,5,AA
112347,16惠誉02,福星惠誉房地产有限公司,5,AA
112348,16华美01,石榴置业集团股份有限公司,3,AA
112349,16红楼债,红楼集团有限公司,5,AA
112350,16软控01,软控股份有限公司,5,AA
112351,16步高01,步步高投资集团股份有限公司,5,AA
112352,16TCL01,TCL科技集团股份有限公司,3,AAA
112353,16TCL02,TCL科技集团股份有限公司,5,AAA
112354,16国购02,国购投资有限公司,5,AA
112355,16桂资01,广西投资集团有限公司,7,AAA
112357,16海资02,海航资本集团有限公司,5,AA+
112358,16BOE01,京东方科技集团股份有限公司,5,AAA
112359,16魏桥03,山东魏桥铝电有限公司,5,AA+
112361,16新大02,中融新大集团有限公司,3,AA
112362,16泛控02,泛海控股股份有限公司,5,AA
112363,16三湘债,三湘印象股份有限公司,3,AA
112364,16云白01,云南白药集团股份有限公司,5,AAA
112365,16广业01,广东省环保集团有限公司,7,AA+
112366,16宝安01,中国宝安集团股份有限公司,5,AA
112367,16华西01,江苏华西村股份有限公司,5,AA
112368,二局16优,中信证券股份有限公司,1.01,AAA
112369,16峨旅01,四川省峨眉山乐山大佛旅游集团总公司,5,AA+
112370,16新纶债,深圳市新纶科技股份有限公司,5,AA+
112371,16太阳01,山东太阳纸业股份有限公司,3,AA
112372,16棕榈01,棕榈生态城镇发展股份有限公司,5,AA
112373,16奥瑞金,奥瑞金包装股份有限公司,5,AA+
112374,16华油01,华油惠博普科技股份有限公司,3,AA
112375,16昆投01,昆明产业开发投资有限责任公司,5,AA+
112376,16侨城01,深圳华侨城股份有限公司,5,AAA
112377,16侨城02,深圳华侨城股份有限公司,7,AAA
112378,16盛润债,河南盛润控股集团有限公司,5,AA
112379,16新国都,深圳市新国都股份有限公司,3,AA+
112380,16东林01,北京东方园林环境股份有限公司,5,AA
112381,16华联债,新华联文化旅游发展股份有限公司,3,AA+
112382,16南都01,浙江南都电源动力股份有限公司,5,AA
112383,16当代债,当代节能置业股份有限公司,5,AA
112384,16歌尔01,歌尔集团有限公司,5,AA
112385,16奥燃01,奥德集团有限公司,5,AA+
112386,16申宏01,申万宏源集团股份有限公司,5,AAA
112387,16华南02,华南国际工业原料城深圳有限公司,3,AA+
112388,16聚龙债,聚龙股份有限公司,5,AA
112389,16华西02,江苏华西村股份有限公司,5,AA
112390,16三聚债,北京三聚环保新材料股份有限公司,5,AA
112391,16龙基02,龙光交通集团有限公司,5,AA
112392,16掌趣01,北京掌趣科技股份有限公司,5,AA
112393,16万维01,北京昆仑万维科技股份有限公司,3,AA
112394,H6泰禾02,泰禾集团股份有限公司,5,AA+
112395,H6泰禾03,泰禾集团股份有限公司,5,AA+
112396,16华美02,石榴置业集团有限公司,5,AA
112397,16胜通01,山东胜通集团股份有限公司,5,AA+
112399,16凯迪债,阳光凯迪新能源集团有限公司,5,AA
112400,16中南债,中南红文化集团股份有限公司,4,AA-
112401,16新野02,河南新野纺织股份有限公司,4,AA
112403,16农四01,新疆可克达拉市国有资本投资运营有限责任公司,7,AA+
112404,16银亿04,银亿股份有限公司,5,AA
112405,16天顺01,天顺风能(苏州)股份有限公司,5,AA
112406,16力合债,力合股份有限公司,5,AA+
112407,16厦港01,厦门港务发展股份有限公司,5,AA+
112408,16新兴01,新兴铸管股份有限公司,5,AA+
112409,16TCL03,TCL科技集团股份有限公司,5,AAA
112410,16中房债,中交地产股份有限公司,5,AAA
112411,16光线01,北京光线传媒股份有限公司,3,AA
112412,16银亿05,银亿股份有限公司,5,AA
112413,16兴蓉01,成都市兴蓉环境股份有限公司,5,AAA
112414,16沃尔01,深圳市沃尔核材股份有限公司,3,AA+
112415,16奋达01,深圳市奋达科技股份有限公司,5,AA
112416,16奥燃02,奥德集团有限公司,5,AA+
112417,16国购03,国购投资有限公司,5,AA
112418,16中南02,江苏中南建设集团股份有限公司,5,AA+
112419,16河钢01,河钢股份有限公司,3,AAA
112420,16潮宏01,广东潮宏基实业股份有限公司,5,AA
112421,16信利01,信利光电股份有限公司,5,AA
112422,16飞马债,深圳市飞马国际供应链股份有限公司,3,AA+
