BondCode,BondName,Issuer,Term,CreditRating
127063,14中科01,中科招商投资管理集团股份有限公司,6,AA+
127064,14中科02,中科招商投资管理集团股份有限公司,7,AA+
127065,PR阜新01,阜新市城市基础设施建设投资有限责任公司,7,AA
127066,PR高安02,高安市城市建设投资有限责任公司,7,AA
127067,PR遵经债,遵义经济技术开发区投资建设有限公司,7,AA
127068,PR新昌02,浙江省新昌县投资发展集团有限公司,7,AA+
127069,PR准国投,内蒙古准格尔国有资本投资控股集团有限公司,7,AA+
127072,PR泾河债,陕西省西咸新区泾河新城开发建设(集团)有限公司,7,AA
127073,PR铁西债,沈阳市铁西区国有资产经营有限公司,7,AA+
127074,PR铜大江,铜陵大江投资控股有限公司,7,AA
127075,PR鸡西资,鸡西市国有资产经营管理有限公司,7,AA
127076,PR宁城建,宁乡县城市建设投资集团有限公司,7,AA
127077,PR本溪债,本溪市城市建设投资发展有限公司,7,AA
127078,PR盘山债,盘山县国有资产经营有限公司,7,AA
127079,PR郴高投,郴州市产业投资集团有限公司,7,AA
127080,PR达州01,达州发展(控股)有限责任公司,7,AA
127081,PR牟国资,烟台市牟平区国有资产经营公司,7,AA
127082,PR望经开,望城经开区投资建设集团有限公司,7,AA
127083,PR宜创债,宜春市创业投资有限公司,7,AA
127084,PR中区债,济宁市市中区城建投资有限公司,7,AA
127086,10乌城投,乌鲁木齐城市建设投资(集团)有限公司,7,AAA
127087,PR榕城01,福州市城乡建设发展总公司,7,AA+
127088,PR15汇丰,萍乡市汇丰投资有限公司,7,AA
127089,PR新郑01,新郑新区发展投资有限责任公司,6,AA+
127090,PR新郑02,新郑新区发展投资有限责任公司,6,AA
127091,PR梵净山,铜仁市梵净山投资有限公司,7,AA+
127092,PR淀山湖,上海淀山湖新城发展有限公司,6,AA
127093,15铜发债,铜陵市国有资本运营控股集团有限公司,7,AA
127094,PR盘经开,盘锦市双台子区经济开发投资有限公司,7,AA
127095,PR湘九债,湘潭九华经济建设投资有限公司,7,AA
127096,PR东方财,天津东方财信投资集团有限公司,7,AAA
127097,PR毕建投,毕节市建设投资有限公司,7,AA+
127098,PR营沿海,营口沿海开发建设有限公司,7,AA
127099,15天瑞02,天瑞集团股份有限公司,6,AA+
127100,PR新交投,新沂市交通投资有限公司,7,AA+
127101,PR吉华投,吉首华泰国有资产投资管理有限责任公司,7,AA
127102,PR襄矿债,山西襄矿集团有限公司,7,AA
127103,10顺义02,北京市顺义区国有资本经营管理中心,7,AAA
127104,PR涪交旅,重庆市涪陵交通旅游建设投资集团有限公司,7,AA
127105,PR咸荣投,咸宁高新投资集团有限公司,7,AA+
127108,PR常天宁,常州天宁建设发展集团有限公司,7,AA
127109,PR天盈债,四川天盈实业有限责任公司,7,AA
127110,PR兴城债,成都市兴城建实业发展有限责任公司,7,AA
127111,PR黔南投,黔南州投资有限公司,7,AA
127112,PR天诚01,内蒙古科尔沁城市建设投资集团有限公司,7,AA
127113,PR乌国投,乌鲁木齐国有资产投资有限公司,6,AA
127114,15乳国资,乳山市产业投资发展集团有限公司,7,AA+
127115,PR马建投,马鞍山经济技术开发区建设投资有限公司,7,AA
127116,PR淳新开,淳安县新安江生态开发集团有限公司,7,AA+
127117,PR娄开债,湖南省娄底经济技术开发投资建设有限公司,7,AA
127118,PR丰城投,丰城市城市建设投资有限公司,7,AA
127119,PR兴堰债,都江堰兴堰投资有限公司,7,AA
127120,PR巴南债,重庆巴南经济园区建设实业有限公司,7,AA
127121,15苏国信,江苏省国信集团有限公司,5,AAA
127122,10湘高速,湖南省高速公路建设开发总公司,10,AAA
127123,PR阜新02,阜新市城市基础设施建设投资有限责任公司,7,AA
127124,14中色03,中国有色矿业集团有限公司,10,AAA
127125,PR三门02,三门县国有资产投资控股有限公司,7,AA
127126,PR遂富源,遂宁市富源实业有限公司,7,AA
127127,PR渭城债,渭南市城市投资集团有限公司,7,AA
127128,PR沈大东,沈阳大东国有资产经营集团有限公司,7,AA
127129,PR苏通债,南通苏通控股集团有限公司,7,AA
127130,PR尧都债,临汾市尧都区投资建设开发有限公司,7,AA
127131,PR玉交02,玉环市交通投资集团有限公司,7,AA
127132,PR梅山债,宁波梅山岛开发投资有限公司,7,AA
127133,PR泗洪债,泗洪县宏源公有资产经营有限公司,7,AA+
127134,PR广安债,广安发展建设集团有限公司,7,AA
127135,PR阳高新,益阳高新产业发展投资集团有限公司,7,AA
127137,PR株今添,株洲市今添投资开发有限公司,7,AA
127138,PR柯岩债,绍兴柯岩建设投资有限公司,7,AA
127139,PR邛崃债,邛崃市建设投资集团有限公司,7,AA
127141,PR东南债,常熟东南资产经营投资有限公司,7,AA
127142,PR怀经开,怀化经济开发区开发建设投资有限公司,7,AA
127143,PR新泰债,新泰市统筹城乡发展集团有限公司,7,AA
127144,15黄河债,陕西黄河矿业(集团)有限责任公司,6,AA
127145,PR长轨01,长沙市轨道交通集团有限公司,10,AA+
127146,PR汴新债,开封新区基础设施建设投资有限公司,7,AA
127147,PR15郫国,成都市郫都区国有资产投资经营公司,7,AA
127148,PR九江置,九江市置地投资有限公司,7,AA
127149,15粤路桥,广东省路桥建设发展有限公司,15,AAA
127150,PR包科教,包头市科教实业发展有限公司,7,AA
127151,PR白工投,贵阳白云工业发展投资有限公司,7,AA
127152,PR渝铜梁,重庆市铜梁区金龙城市建设发展(集团)有限公司,7,AA
127153,PR吐国投,吐鲁番地区国有资产投资经营有限责任公司,7,AA
127155,PR宜兴债,宜兴市城建文旅集团有限公司,7,AA+
127156,15联峰债,江苏联峰实业有限公司,6,AA
127157,PR石城投,石狮市城市建设有限公司,7,AA
127158,PR东营资,东营市城市资产经营有限公司,7,AAA
127159,PR越投债,诸暨市越都投资发展有限公司,7,AA
127160,PR耒城投,耒阳市城市和农村建设投资有限公司,7,AA
127161,PR石国控,石家庄国控城市发展投资集团有限责任公司,7,AA+
127162,PR湘铁投,湖南铁路建设投资有限公司,10,AA+
127163,PR15海门,江苏海润城市发展集团有限公司,7,AA+
127164,PR庐江债,庐江县城市建设投资有限公司,7,AA+
127165,PR高国资,肇庆市高要区国有资产经营有限公司,7,AA
127166,PR洋口港,江苏洋口港建设发展集团有限公司,7,AA+
127167,PR阳江投,阳江市城市投资集团有限公司,7,AA
127168,PR绍城建,绍兴市城市建设投资集团有限公司,7,AA+
127169,PR鄂长江,长江产业投资集团有限公司,7,AA+
127170,PR渝水债,新余市渝水区城区建设投资开发有限公司,7,AA
127171,PR乌经开,乌鲁木齐经济技术开发区建设投资开发(集团)有限公司,7,AA
127172,PR滨中海,滨州市中海创业投资集团有限公司,7,AA+
127173,PR津铁投,天津铁路建设投资控股(集团)有限公司,10,AAA
127174,PR迁安投,迁安市兴源水务产业投资有限公司,7,AA
127175,15武铁01,武汉地铁集团有限公司,15,AAA
127176,PR武铁02,武汉地铁集团有限公司,7,AAA
127177,PR梅金叶,梅州市新金叶发展有限公司,7,AA
127178,15华南城,华南国际工业原料城深圳有限公司,6,AA+
127179,PR兴泸债,泸州市兴泸投资集团有限公司,10,AA
127180,PR郴新债,郴州市新天投资有限公司,7,AA+
127181,PR桂经投,桂林市经济建设投资集团有限公司,7,AA+
127182,PR阿信投,阿克苏信诚资产投资经营有限责任公司,7,AA
127183,PR淮城债,淮安市城市资产经营有限公司,7,AA+
127184,PR漳经发,漳州市经济发展集团有限公司,7,AA
127185,PR绍城债,绍兴市城中村改造建设投资有限公司,7,AA
127186,PR遵道桥,遵义道桥建设(集团)有限公司,8,AA
127187,PR宜城债,安庆市城市建设投资发展(集团)有限公司,7,AA
127188,PR江新债,江门市高新技术工业园有限公司,7,AA
127189,PR渝悦投,重庆悦来投资集团有限公司,7,AA
127190,PR大足债,重庆大足工业园区建设发展有限公司,7,AA
127191,PR济高02,济宁高新城建投资有限公司,7,AA
127192,PR沪闵城,上海闵行城市建设投资开发有限公司,7,AA+
127193,PR马花山,马鞍山市花山区城市发展投资集团有限责任公司,7,AA+
127194,PR天诚02,内蒙古科尔沁城市建设投资集团有限公司,7,AA
127195,16闽投02,福建省投资开发集团有限责任公司,8,AAA
127196,PR海海业,海丰县海业基础设施建设投资有限公司,7,AA+
127197,PR瓯海债,浙江瓯海城市建设投资集团有限公司,7,AA
127198,PR绍城北,绍兴市镜湖开发集团有限公司,7,AA
127199,15龙口债,龙口市城乡建设投资发展有限公司,7,AA
127200,PR津城债,天津环城城市基础设施投资有限公司,7,AA+
127201,PR丹开债,丹阳市开发区高新技术产业发展有限公司,7,AA
127202,PR呼伦债,呼伦贝尔市投资有限责任公司,7,AA
127203,15兴泰债,合肥兴泰金融控股(集团)有限公司,7,AA+
127205,PR巢城债,巢湖市城镇建设投资有限公司,7,AA+
127208,15国网01,国家电网有限公司,7,AAA
127209,15国网02,国家电网有限公司,15,AAA
127211,PR黄山债,黄山城投集团有限公司,7,AA
127212,PR黄城债,黄石市城市建设投资开发有限责任公司,7,AA
127213,PR枝江02,枝江市国有资产经营中心,7,AA
127214,15建发债,建发房地产集团有限公司,7,AAA
127215,PR兴荣控,重庆市兴荣控股集团有限公司,7,AA+
127216,PR蜀城投,成都市蜀州城市建设投资有限责任公司,7,AA
127217,10装备01,大连装备投资集团有限公司,6,AAA
127218,10装备02,大连装备投资集团有限公司,7,AAA
127219,PR九城投,九江市城市建设投资有限公司,7,AA
127220,PR邯建投,邯郸市建设投资集团有限公司,7,AA+
127221,PR赣城投,赣州城市开发投资集团有限责任公司,7,AA+
127222,PR建湖债,建湖县城市建设投资有限公司,7,AA
127223,PR大洼债,大洼县城市建设投资有限公司,7,AA
127225,PR鹰高新,鹰潭炬能投资集团有限公司,7,AA
127226,15海基债,海航基础产业集团有限公司,7,AA
127227,PR锡山债,江苏省锡山经济技术开发有限公司,7,AA
127228,PR邗建债,扬州市邗江城市建设发展有限公司,7,AA
127229,PR潍高新,山东高创建设投资集团有限公司,7,AA
127230,PR牡新区,牡丹江新区城市投资有限公司,7,AA
127231,15冀广01,中国广电河北网络股份有限公司,8,AA+
127232,PR长轨02,长沙市轨道交通集团有限公司,10,AA+
127234,15十师债,新疆北屯额河明珠国有资本投资有限公司,7,AA
127235,PR椒江01,台州市椒江区国有资本运营集团有限公司,7,AA
127236,PR吴江投,苏州市吴江城市投资发展集团有限公司,7,AA+
127237,PR喀城建,喀什城建投资集团有限公司,7,AA
127238,PR陕东岭,东岭集团股份有限公司,7,AA
127239,15东港债,东港市城市建设投资(集团)有限公司,7,AA
127240,15洪轨02,南昌轨道交通集团有限公司,15,AA+
127241,PR郑经开,郑州经开投资发展有限公司,7,AA
127242,PR当涂债,当涂县城乡建设投资有限责任公司,7,AA+
127243,15潍渤海,潍坊渤海水产综合开发有限公司,8,AA
127244,PR中关村,中关村发展集团股份有限公司,7,AAA
127245,PR荆高新,荆门高新技术产业开发有限责任公司,7,AA
127246,PR徐新盛,徐州市新盛投资控股集团有限公司,7,AA+
127248,PR京科债,北京未来科技城发展集团有限公司,7,AAA
127249,PR丽水债,丽水市文化旅游投资发展有限公司,7,AA
127250,PR闽漳龙,福建漳龙集团有限公司,7,AA+
127251,PR丰县债,丰县城市投资发展集团有限公司,7,AA
127252,PR通途债,长沙县通途公路建设投资有限公司,7,AA
127253,15粤电01,广东省能源集团有限公司,10,AAA
127255,PR平湖债,重庆市万州三峡平湖有限公司,7,AAA
127256,15温铁01,温州市铁路与轨道交通投资集团有限公司,nan,AA
127257,PR博投债,博尔塔拉蒙古自治州国有资产投资经营有限责任公司,7,AA
127258,15温铁02,温州市铁路与轨道交通投资集团有限公司,15,AA
127259,PR太科债,太仓市科教文化发展有限公司,7,AA
127261,PR般阳债,淄博般阳城市资产经营有限公司,7,AA
127262,PR连江债,福建省连江县国有资产投资运营有限公司,7,AA+
127263,PR15沭阳,沭阳金源资产经营有限公司,7,AA+
127264,15彬煤债,彬县煤炭有限责任公司,7,AA+
127267,PR邵武债,邵武市城建国有资产投资营运有限公司,7,AA
127268,PR汝州债,汝州市鑫源投资有限公司,6,AA
127269,PR武夷债,南平武夷新区投资开发集团有限公司,7,AA
127272,PR高邮债,高邮市建设投资发展集团有限公司,7,AA+
127273,PR黑山债,黑山通和资产经营有限公司,7,AA+
127274,PR铜城投,徐州市铜山区城市建设投资有限责任公司,7,AA
127275,PR一师债,阿拉尔市西北兴业城市建设投资有限公司,7,AA
127278,PR津地铁,天津市地下铁道集团有限公司,10,AAA
127279,PR浏新城,湖南金阳新城建设发展集团有限公司,7,AAA
127280,15魏桥债,山东魏桥铝电有限公司,7,AA+
127281,PR邳经发,邳州经开控股集团有限公司,7,AA
127282,PR贵路桥,贵州贵安建设集团有限公司,7,AAA
127283,PR大同建,大同市经济建设投资集团有限责任公司,7,AAA
127284,PR桐建债,桐城市建设投资发展有限责任公司,7,AA+
127285,15茂名港,茂名港集团有限公司,7,AA+
127286,PR沛城投,沛县城市投资开发有限公司,7,AA
127287,PR芜新投,芜湖新马投资有限公司,7,AA+
127288,PR通高新,南通高新控股集团有限公司,7,AA+
127289,PR河池债,河池市城市投资建设发展有限公司,7,AA
127290,PR伊国投,伊宁市国有资产投资经营(集团)有限责任公司,7,AA
127291,PR苍南债,苍南县国有资产投资集团有限公司,7,AA
127292,15国网03,国家电网有限公司,3,AAA
127293,15国网04,国家电网有限公司,5,AAA
127294,PR天心01,长沙天心城市建设投资开发集团有限公司,7,AAA
127295,PR泰虹桥,泰兴市虹桥园工业开发有限公司,7,AA
127296,15云能源,云南省能源投资集团有限公司,10,AAA
127298,PR任丘债,任丘市建设投资集团有限公司,7,AA+
127299,15蓬莱债,蓬莱市城市建设投资集团有限公司,7,AA+
127300,15国泰债,国泰租赁有限公司,7,AA
127301,PR武清投,天津市武清区国有资产经营投资有限公司,7,AAA
127302,PR桂城投,桂阳县城市建设投资有限公司,7,AA+
127303,PR秦汉债,陕西省西咸新区秦汉新城开发建设集团有限责任公司,7,AA
127304,PR蒙金隆,内蒙古金隆工业园区开发建设有限公司,7,AA+
127305,16穗港03,广州港集团有限公司,10,AAA
127308,PR巴中债,巴中市国有资本运营集团有限公司,7,AA
127309,PR赣陶债,景德镇陶文旅控股集团有限公司,7,AA
127310,PR海城改,海安城市动迁改造有限公司,7,AA+
127311,PR麒麟债,曲靖市麒麟区城乡建设投资(集团)有限公司,7,AA
127312,15海航债,海航集团有限公司,7,AA+
127313,PR东丽投,天津市东丽城市基础设施投资集团有限公司,7,AAA
127314,PR睢润企,睢宁县润企投资有限公司,7,AA
127315,15机场债,海航机场集团有限公司,7,AA
127316,PR洛城债,洛阳城市发展投资集团有限公司,7,AA+
127317,PR平崆旅,平凉文化旅游产业投资集团有限责任公司,7,AA+
127318,15闽投专,福建省投资开发集团有限责任公司,10,AAA
127319,PR日建债,日照市城市建设投资集团有限公司,7,AAA
127321,15湘产债,湘江产业投资有限责任公司,7,AA
127322,PR义城投,义乌市城市投资建设集团有限公司,7,AA+
127323,PR海资债,泰州市海陵资产经营有限公司,7,AA+
127324,PR达州02,达州发展(控股)有限责任公司,7,AA
127326,15国网05,国家电网有限公司,3,AAA
127327,15国网06,国家电网有限公司,5,AAA
127328,PR长轨03,长沙市轨道交通集团有限公司,10,AA+
127329,PR马高投,马鞍山慈湖高新技术产业开发区投资发展有限公司,7,AAA
127330,PR和济投,江西和济投资有限公司,7,AA
127331,PR威海投,威海蓝创建设投资有限公司,7,AA
127332,PR凤城债,凤城市现代产业园区开发建设投资有限公司,7,AA
127333,PR榕城02,福州市城乡建设发展总公司,7,AA+
127334,15锡创投,无锡创业投资集团有限公司,7,AA+
127335,PR昌乐债,昌乐县新城发展有限公司,7,AAA
127337,PR潜城债,潜江市城市建设投资开发有限公司,7,AA+
127338,PR宜高投,宜昌高新投资开发有限公司,7,AA
127339,PR金昌债,金昌市建设投资开发(集团)有限责任公司,7,AA
127340,15冀广02,中国广电河北网络股份有限公司,8,AA+
127342,PR内双创,内江建工集团有限责任公司,7,AA
127344,PR仁发债,仁寿发展投资集团有限公司,7,AA
127345,PR盐高新,盐城高新区投资集团有限公司,7,AAA
127347,15昆水务,昆明滇池水务股份有限公司,7,AA+
127348,PR响水债,响水县灌江控股集团有限公司,7,AA+
127349,PR邵东债,湖南邵东生态产业园开发建设投资有限责任公司,7,AA
127350,PR浙滨债,浙江滨海新区投资发展集团有限公司,7,AA+
127351,PR黔畅达,黔东南州交通旅游建设投资集团有限公司,7,AA
127352,16恒投01,广东恒健投资控股有限公司,10,AAA
127353,PR渝缙云,重庆缙云资产经营(集团)有限公司,7,AA+
127354,PR梅建投,梅州市梅县区伟业基础设施建设投资有限公司,7,AA
127355,PR凯投01,贵州省凯里城镇建设投资有限公司,7,AA
127356,PR常德债,常德市城市建设投资集团有限公司,7,AAA
127357,PR永经投,永州市经济建设投资发展集团有限责任公司,7,AAA
127358,PR平阳债,平阳县国资发展有限公司,7,AA
127359,16穗金控,广州金融控股集团有限公司,10,AAA
127360,PR兴义债,兴义市信恒城市建设投资有限公司,7,AA
127361,PR老边01,营口市老边区城市建设投资发展有限公司,7,AA
127362,16闽投01,福建省投资开发集团有限责任公司,8,AAA
127363,PR新沂投,新沂市城市投资发展集团有限公司,7,AA
127364,PR潼南债,重庆市潼南区城市建设投资(集团)有限公司,7,AA
127365,PR渝两江,重庆两江新区开发投资集团有限公司,5,AAA
127367,PR沪城建,上海城建(集团)有限公司,7,AAA
127368,PR衡阳债,衡阳市交通建设投资有限公司,7,AA
127370,16奥德01,奥德集团有限公司,7,AA+
127371,PR普兰店,大连市普兰店区建设投资有限公司,5,AAA
127372,PR大理债,大理海东开发投资集团有限公司,7,AA
127373,PR枝江01,枝江市国有资产经营中心,7,AA
127374,PR六盘水,六盘水市开发投资有限公司,7,AAA
127375,PR五家渠,新疆国恒投资发展集团有限公司,7,AAA
127377,PR黄冈债,黄冈市城市建设投资有限公司,7,AA
127378,PR禹州债,禹州市投资总公司,7,AA+
127379,PR泗阳债,泗阳县民康农村经济发展有限公司,7,AA+
127380,PR阿勒泰,阿勒泰地区国有资产投资经营有限公司,7,AA
127381,PR仪征发,仪征市城市发展投资控股集团有限公司,7,AA+
127382,16赣投债,江西省投资集团有限公司,10,AA+
127383,PR宁乡债,宁乡经济技术开发区建设投资有限公司,7,AAA
127384,PR开福01,长沙开福城市建设投资有限公司,7,AA+
127385,PR兴资债,资中县兴资投资开发集团有限责任公司,7,AA+
127386,PR丹投资,丹阳投资集团有限公司,7,AAA
127387,PR雨花债,长沙市雨花城市建设投资集团有限公司,7,AAA
127388,PR瓯专项,浙江瓯海城市建设投资集团有限公司,7,AA
127390,PR芙蓉债,长沙市芙蓉城市建设投资集团有限公司,7,AAA
127391,PR瓦沿海,瓦房店沿海项目开发有限公司,7,AAA
127392,PR平交投,平潭综合实验区交通投资集团有限公司,5,AAA
127395,PR吉城建,吉林市城市建设控股集团有限公司,7,AAA
127396,16陕旅债,陕西旅游集团有限公司,7,AA
127397,PR耒阳债,耒阳市国有资产投资经营集团有限公司,7,AA
127398,PR威海债,威海市城市开发投资有限公司,7,AAA
127399,16鲁信债,山东省鲁信投资控股集团有限公司,7,AAA
127400,16广晟01,广东省广晟控股集团有限公司,15,AAA
127401,PR铜建专,铜陵市建设投资控股有限责任公司,7,AA
127402,PR下城债,杭州市拱墅区城市建设投资发展集团有限公司,7,AA
127403,PR老边02,营口市老边区城市建设投资发展有限公司,7,AA
127404,16唐金债,唐山金融控股集团股份有限公司,7,AA
127405,PR盐都债,盐城市盐都区国有资产投资经营有限公司,7,AAA
127407,PR汇盛债,浙江汇盛投资集团有限公司,8,AA
127408,PR港经开,张家港经开区控股集团有限公司,7,AA
127409,PR渝产债,重庆市地产集团有限公司,7,AAA
127410,PR德投债,德兴市投资控股集团有限公司,7,AA
127412,PR鸠江债,芜湖市鸠江建设投资有限公司,7,AA+
127413,PR皋交投,如皋市交通产业集团有限公司,7,AAA
127414,PR邕高01,南宁高新产业建设开发集团有限公司,7,AA
127415,PR三明交,三明市交通建设发展集团有限公司,7,AAA
127416,PR贾汪债,徐州市贾汪城市建设投资有限公司,7,AAA
127417,16榕高新,福州高新区投资控股有限公司,7,AA
127418,PR启交通,启东交通投资集团有限公司,7,AA
127419,PR启国控,启东国有资产投资控股有限公司,7,AA+
127420,PR渝开债,重庆经开区开发建设有限公司,7,AAA
127424,PR惠开债,无锡惠开经济发展集团有限公司,7,AA
127425,16穗港01,广州港集团有限公司,10,AAA
127426,PR两江01,重庆两江新区开发投资集团有限公司,5,AAA
127427,PR渤海01,天津渤海国有资产经营管理有限公司,7,AAA
127428,PR渤海02,天津渤海国有资产经营管理有限公司,10,AAA
127429,G16京汽1,北京汽车股份有限公司,7,AAA
127430,PR淮资债,淮安市淮安区城市资产经营有限公司,7,AAA
127431,PR16洛新,洛阳城乡建设投资集团有限公司,7,AAA
127432,PR太新01,无锡市太湖新城发展集团有限公司,7,AAA
127433,PR海发债,江苏海州发展集团有限公司,7,AAA
127434,16晋煤01,晋能控股装备制造集团有限公司,5,AAA
127435,PR磁湖01,黄石磁湖高新科技发展有限公司,7,AAA
127437,PR扬城投,扬中市城市建设投资发展集团有限公司,7,AAA
127438,PR望城建,望城经开区投资建设集团有限公司,7,AAA
127439,PR樟树债,樟树市国有资产营运有限责任公司,7,AA+
127440,PR惠投01,南通市通州区惠通投资有限责任公司,7,AAA
127441,PR苏筑富,江苏筑富实业投资有限公司,7,AA+
127442,16广晟02,广东省广晟控股集团有限公司,15,AAA
127443,PR湘潭01,湘潭市城市建设投资经营有限责任公司,7,AAA
127445,PR两江02,重庆两江新区开发投资集团有限公司,5,AAA
127446,16穗城02,广州市城市建设投资集团有限公司,10,AAA
127447,PR宁地铁,南京地铁集团有限公司,7,AAA
127448,PR天心02,长沙天心城市建设投资开发集团有限公司,7,AAA
127449,PR太新02,无锡市太湖新城发展集团有限公司,7,AAA
127450,PR16晋城,福建省晋江城市建设投资开发集团有限责任公司,7,AAA
127451,G17龙湖1,重庆龙湖企业拓展有限公司,5,AAA
127452,PR硚口债,武汉市硚口国有资产经营有限公司,7,AAA
127453,PR建安01,建安投资控股集团有限公司,7,AAA
127454,PR南管廊,南昌市建设投资集团有限公司,10,AAA
127455,PR广陵债,扬州市广陵新城投资发展有限公司,7,AAA
127456,16穗港02,广州港集团有限公司,10,AAA
127457,PR广饶债,广饶县经济发展投资集团有限公司,7,AAA
127458,PR济市中,济宁市市中区城建投资有限公司,7,AAA
127459,16广晟03,广东省广晟控股集团有限公司,15,AAA
127461,G16国网1,国家电网有限公司,3,AAA
127462,G16国网2,国家电网有限公司,5,AAA
127463,PR溧经技,南京溧水经济技术开发集团有限公司,7,AAA
127464,16京投01,北京市基础设施投资有限公司,5,AAA
127465,PR德清投,德清县建设投资有限公司,7,AAA
127467,G17龙湖2,重庆龙湖企业拓展有限公司,7,AAA
127468,PR长经01,长沙经济技术开发集团有限公司,7,AAA
127469,17首房专,北京首钢房地产开发有限公司,10,AAA
127470,G17龙湖3,重庆龙湖企业拓展有限公司,7,AAA
127471,PR苏众安,江苏众安建设投资(集团)有限公司,7,AAA
127472,PR宿裕丰,宿迁裕丰产业投资发展管理集团有限公司,7,AAA
127473,PR慈溪债,慈溪市国有资产投资控股有限公司,7,AAA
127474,PR三明国,三明市投资发展集团有限公司,7,AAA
127475,PR宿经开,宿迁经济开发集团有限公司,7,AAA
127476,PR众邦债,黄石市众邦城市住房投资有限公司,7,AAA
127477,PR邳润债,邳州市润城资产经营集团有限公司,7,AAA
127478,PR新交通,新沂市交通投资有限公司,7,AAA
127479,PR瀚瑞01,江苏瀚瑞投资控股有限公司,7,AAA
127480,PR陂城债,武汉市黄陂区城建投资开发有限公司,7,AAA
127481,17京投01,北京市基础设施投资有限公司,5,AAA
127482,PR产建1,浏阳现代制造产业建设投资开发有限公司,7,AAA
127483,PR宝城投,宝鸡市投资(集团)有限公司,7,AAA
127484,17乌城投,乌鲁木齐城市建设投资(集团)有限公司,4,AAA
127485,PR枞阳债,枞阳县投资发展有限公司,7,AAA
127486,PR威高新,威海高新城市建设发展有限公司,7,AAA
127488,PR惠通投,南通市通州区惠通投资有限责任公司,7,AAA
127489,PR六交投,六盘水市交通投资开发有限责任公司,7,AAA
127490,PR延新投,延安市新区投资开发建设有限公司,7,AAA
127491,PR灌东债,盐城市灌东经济开发投资有限公司,7,AAA
127492,PR海盐债,海盐县国有资产经营有限公司,7,AAA
127493,PR郑通01,郑州通航建设发展有限公司,7,AAA
127494,PR泰高港,泰州市高港高新区开发建设有限责任公司,7,AAA
127495,G17京汽1,北京汽车股份有限公司,7,AAA
127496,PR毕节01,毕节市建设投资有限公司,7,AAA
127497,PR永兴01,永兴银都投资发展集团有限公司,7,AA
127499,PR秦投01,四川秦巴新城投资集团有限公司,7,AA
127500,PR青投01,青州市城市建设投资开发有限公司,7,AA
127501,PR望铜官,长沙望源开发建设有限公司,10,AAA
127502,PR宿迁01,宿迁市城市建设投资(集团)有限公司,7,AA+
127503,PR即旅债,青岛市即墨区城市旅游开发投资有限公司,7,AA+
127504,PR沛国经,沛县国有资产经营有限公司,7,AA
127505,PR榕经开,福州开发区国有资产营运有限公司,7,AAA
127506,PR扬经开,扬州经济技术开发区开发(集团)有限公司,7,AAA
127507,PR永州投,永州市城市发展集团有限责任公司,7,AAA
127508,PR蚌经投,蚌埠经济开发区投资集团有限公司,7,AA
127509,PR邮发02,高邮市经济发展总公司,7,AAA
127510,PR诸经开,诸城市经开投资发展有限公司,7,AAA
127512,PR民科债,温州东部新城建设投资集团有限公司,7,AA
127513,PR广国投,广德市国有资产投资经营有限公司,7,AAA
127514,PR白云01,贵阳白云城市建设投资集团有限公司,7,AA
127515,PR鼎力债,常德鼎力投资开发有限公司,7,AA
127516,PR诸资01,诸暨市国有资产经营有限公司,7,AA+
127517,PR荆投债,荆州市城市建设投资开发有限公司,7,AA
127518,PR嵊州债,嵊州市投资控股有限公司,7,AAA
127519,PR桂阳投,桂阳县城市建设投资有限公司,7,AA+
127520,PR伟驰01,伟驰控股集团有限公司,7,AA
127521,PR邮发01,高邮市经济发展总公司,7,AA+
127522,17厦轨01,厦门轨道建设发展集团有限公司,9,AAA
127523,PR启创债,启东创新投资集团有限公司,7,AAA
127524,PR诸资02,诸暨市国有资产经营有限公司,7,AA+
127525,PR兴宁债,兴宁市永业基础设施建设投资有限公司,7,AAA
127526,PR襄经债,襄阳东津国有资本投资集团有限公司,7,AA
127527,PR攀投债,贵州六盘水攀登开发投资贸易有限公司,7,AA
127528,PR新天债,郴州市新天投资有限公司,7,AA
127529,PR秦投02,四川秦巴新城投资集团有限公司,7,AA
127531,PR浠凤01,浠水县凤翥投资开发有限公司,7,AA+
127532,PR红投债,红河州开发投资控股集团有限公司,7,AAA
127533,PR惠华02,岳阳惠华城市投资发展集团有限公司,7,AA+
127534,PR衡滨江,衡阳市滨江新区投资有限公司,7,AAA
127535,PR古蔺专,古蔺县国有资产经营有限责任公司,7,AA+
127536,PR黔投,黔南州投资有限公司,7,AA
127537,PR咸宁债,咸宁市城市建设投资开发有限公司,10,AA
127539,PR雨山01,马鞍山市雨山区城市发展投资集团有限责任公司,7,AAA
127540,G17龙源2,龙源电力集团股份有限公司,7,AAA
127541,PR新津02,成都市新津县国有资产投资经营有限责任公司,7,AA
127542,PR铜建01,铜陵市建设投资控股有限责任公司,7,AA
127544,PR张家界,张家界市经济发展投资集团有限公司,10,AA
127545,PR毕节02,毕节市建设投资有限公司,7,AAA
127546,PR含浦债,湖南智谷投资发展集团有限公司,7,AA+
127547,PR宿新债,宿州市新区建设投资集团有限公司,7,AAA
127548,PR安皖江,安庆皖江高科技投资发展有限公司,7,AA
127549,PR泗专项,泗阳县民康农村经济发展有限公司,7,AA
127550,PR包头01,包头市保障性住房发展建设投资有限公司,7,AAA
